"inputA"; "764D91"; 928; 9.8
"inputB"; "90CF8C"; 710; 4.4
"inputA"; "787A43"; 918; 3.1
"inputB"; "54168C"; 220; 2
"inputA"; "4370B6"; 492; 3.9
"inputB"; "866702"; 473; 6
"inputA"; "2F7F06"; 93; 8.33
"inputB"; "250BA6"; 623; 9.2
"inputA"; "45DB7D"; 874; 6.5
"inputB"; "424B72"; 901; 0.7
"inputA"; "272B59"; 732; 8.1
"inputB"; "19F610"; 349; 6
"inputA"; "3755FE"; 623; 9.8
"inputB"; "2517B5"; 976; 4.7
"inputA"; "53061D"; 174; 6.2
"inputB"; "22D4FB"; 397; 2.1
"inputA"; "29FC64"; 197; 2.4
"inputB"; "2A7816"; 176; 9.4
"inputA"; "64FE56"; 826; 8.8
"inputB"; "4237A3"; 755; 8.1
"inputA"; "9F44D5"; 229; 1.8
"inputB"; "909091"; 983; 2.2
"inputA"; "5C3954"; 109; 9.5
"inputB"; "9C03F1"; 888; 6.9
"inputA"; "55EB3B"; 772; 4.3
"inputB"; "A0B18E"; 542; 8.4
"inputA"; "4CF854"; 936; 8.5
"inputB"; "13320B"; 301; 2.9
"inputA"; "7FCFFD"; 157; 8.9
"inputB"; "227A12"; 239; 6.5
"inputA"; "1588A0"; 704; 6.1
"inputB"; "64386B"; 846; 7.2
"inputA"; "97EF2A"; 8; 0.54
"inputB"; "3ECF21"; 766; 4.2
"inputA"; "156B2A"; 667; 5.3
"inputB"; "1F0A5A"; 813; 7.5
"inputA"; "7E2E93"; 543; 0.8
"inputB"; "8ABE34"; 254; 0.3
"inputA"; "5985BB"; 559; 7.1
"inputB"; "567BB5"; 620; 6
"inputA"; "21D8E2"; 169; 3.9
"inputB"; "8A8CBB"; 454; 0.8
"inputA"; "988FDC"; 446; 8.4
"inputB"; "A74D79"; 552; 2.3
"inputA"; "974335"; 240; 4
"inputB"; "8A6F9A"; 640; 4.9
"inputA"; "5E796D"; 72; 7.35
"inputB"; "66A61C"; 3; 5.6
"inputA"; "6C9E2E"; 326; 6.2
"inputB"; "918EF7"; 525; 9.6
"inputA"; "2CA56C"; 371; 3.1
"inputB"; "94D7A2"; 180; 1.9
"inputA"; "367399"; 866; 4.7
"inputB"; "136291"; 483; 4.9
"inputA"; "64589C"; 266; 9.6
"inputB"; "36E7F6"; 469; 9.4
"inputA"; "27B1F6"; 207; 0.3
"inputB"; "8A1DC4"; 91; 5.7
"inputA"; "591268"; 474; 0.4
"inputB"; "8E482B"; 222; 8.2
"inputA"; "9D20D8"; 69; 5.6
"inputB"; "8044C5"; 717; 9.4
"inputA"; "95681F"; 692; 8.2
"inputB"; "3DDC79"; 722; 5.8
"inputA"; "76E136"; 583; 0.8
"inputB"; "1CCF14"; 178; 5.2
"inputA"; "5BC161"; 452; 1.7
"inputB"; "13269E"; 198; 7.3
"inputA"; "65ED6F"; 195; 9.1
"inputB"; "8CCEE3"; 484; 3
"inputA"; "4FE465"; 595; 7.2
"inputB"; "92706D"; 932; 9.2
"inputA"; "6C89D4"; 158; 8.3
"inputB"; "1BD6E2"; 201; 4.6
"inputA"; "6BD028"; 760; 1.5
"inputB"; "81CB0E"; 307; 5.6
"inputA"; "94337B"; 365; 6.1
"inputB"; "10DC3C"; 751; 9.5
"inputA"; "84F55C"; 142; 4.2
"inputB"; "2B526E"; 692; 1.2
"inputA"; "4F355B"; 186; 0.6
"inputB"; "9C3840"; 561; 2.6
"inputA"; "7F91CC"; 120; 9.6
"inputB"; "9F3614"; 304; 3.8
"inputA"; "A32DFB"; 308; 8.9
"inputB"; "108427"; 910; 0.7
"inputA"; "83BF24"; 812; 7.6
"inputB"; "5177F1"; 821; 4.2
"inputA"; "3C8A69"; 618; 9
"inputB"; "319664"; 366; 6.1
"inputA"; "450CF3"; 582; 9.8
"inputB"; "8EFF3D"; 139; 0.4
"inputA"; "6F790D"; 326; 1.2
"inputB"; "864CC9"; 73; 7.1
"inputA"; "2067E3"; 635; 3.9
"inputB"; "4FBEAC"; 965; 5.4
"inputA"; "A16CE7"; 562; 0.9
"inputB"; "7B8C05"; 406; 8.8
"inputA"; "79FABE"; 447; 2.2
"inputB"; "41C920"; 874; 9.6
"inputA"; "A03C7C"; 764; 4.4
"inputB"; "5DB226"; 143; 7
"inputA"; "2FDED1"; 589; 0.7
"inputB"; "42BBD4"; 916; 0.9
"inputA"; "3866AC"; 920; 8.1
"inputB"; "8DE8C6"; 177; 4.4
"inputA"; "936F8E"; 441; 1.1
"inputB"; "9B3CD3"; 83; 1
"inputA"; "70FF93"; 111; 7.4
"inputB"; "241A0F"; 1; 1.3
"inputA"; "9BEA5A"; 564; 2
"inputB"; "A42DFF"; 869; 2
"inputA"; "39718C"; 290; 3
"inputB"; "12FF3A"; 8; 8.1
"inputA"; "587564"; 401; 6.8
"inputB"; "84B7FD"; 194; 2.5
"inputA"; "119527"; 824; 3.6
"inputB"; "25FCEE"; 289; 4.5
"inputA"; "4D82AD"; 506; 9.8
"inputB"; "39C6E0"; 946; 8.6
"inputA"; "201D61"; 522; 8
"inputB"; "19C288"; 541; 1.5
"inputA"; "28C0C1"; 304; 2.1
"inputB"; "2EB13E"; 504; 7.9
"inputA"; "174B87"; 940; 1.3
"inputB"; "1BD1F9"; 438; 0.6
"inputA"; "2C32ED"; 759; 3
"inputB"; "873B28"; 34; 8.2
"inputA"; "48F680"; 15; 9.63
"inputB"; "4900B8"; 612; 5
"inputA"; "A748AB"; 823; 4.9
"inputB"; "744D8E"; 914; 3.4
"inputA"; "7F39FC"; 267; 5.2
"inputB"; "316AC8"; 661; 1.1
"inputA"; "7AD073"; 637; 9.6
"inputB"; "5C58E6"; 752; 7.2
"inputA"; "2D8CF0"; 410; 1.4
"inputB"; "3F31B6"; 800; 8.4
"inputA"; "621A5E"; 984; 6.4
"inputB"; "683700"; 200; 2.5
"inputA"; "909771"; 891; 1.4
"inputB"; "26FDAF"; 138; 8.6
"inputA"; "5AB707"; 157; 1.8
"inputB"; "66FFE9"; 475; 0.9
"inputA"; "1C16F1"; 356; 2.1
"inputB"; "6DE3C5"; 124; 1.9
"inputA"; "793DB7"; 803; 3.8
"inputB"; "A5484A"; 717; 4
"inputA"; "73F1B9"; 234; 2.5
"inputB"; "33E984"; 348; 9.6
"inputA"; "4EC8EF"; 402; 2.9
"inputB"; "90C0E0"; 59; 5.4
"inputA"; "2F2695"; 331; 7
"inputB"; "80816B"; 439; 0.4
"inputA"; "9AF014"; 813; 9.5
"inputB"; "533835"; 396; 0.3
"inputA"; "2B4025"; 764; 9
"inputB"; "5109A3"; 901; 4
"inputA"; "63DED3"; 51; 7.39
"inputB"; "A6C248"; 834; 8.3
"inputA"; "76DF81"; 306; 8
"inputB"; "374D44"; 600; 2.7
"inputA"; "1A266E"; 721; 5.7
"inputB"; "6DDD36"; 881; 7.9
"inputA"; "8407F0"; 448; 8.4
"inputB"; "7ABC12"; 292; 6.1
"inputA"; "18F7CD"; 988; 9.9
"inputB"; "8DD934"; 960; 0.2
"inputA"; "2DABCF"; 239; 8.5
"inputB"; "8E35AE"; 275; 1.2
"inputA"; "811BE3"; 836; 3
"inputB"; "7A4AFD"; 527; 4
"inputA"; "A09DF0"; 840; 5
"inputB"; "196A28"; 14; 8
"inputA"; "973C5F"; 310; 9.8
"inputB"; "63CEB3"; 935; 0.9
"inputA"; "5380AC"; 352; 7.7
"inputB"; "295E72"; 175; 8.9
"inputA"; "4816E4"; 624; 0.3
"inputB"; "9191ED"; 40; 6.4
"inputA"; "1FFDCB"; 778; 8.4
"inputB"; "2ADC18"; 937; 5.9
"inputA"; "46FFDD"; 578; 9.4
"inputB"; "A60BF5"; 635; 5.6
"inputA"; "502C1D"; 358; 4.1
"inputB"; "6C0F51"; 11; 3.3
"inputA"; "9A1C6B"; 179; 1.6
"inputB"; "789496"; 665; 7.4
"inputA"; "139322"; 63; 8.01
"inputB"; "2224DA"; 649; 6.9
"inputA"; "77668C"; 907; 3
"inputB"; "9E50B0"; 210; 3.9
"inputA"; "755889"; 960; 9.2
"inputB"; "23B4B1"; 219; 5.4
"inputA"; "2B5F63"; 716; 5.2
"inputB"; "A57E45"; 491; 5.5
"inputA"; "546E05"; 621; 7
"inputB"; "8970F4"; 712; 0.2
"inputA"; "33CAAC"; 548; 0.9
"inputB"; "764CFF"; 435; 2.6
"inputA"; "8DB3D1"; 149; 0.5
"inputB"; "A73B59"; 852; 2.7
"inputA"; "5D1EA8"; 185; 9.4
"inputB"; "11999F"; 406; 5
"inputA"; "51EB44"; 84; 4.31
"inputB"; "47BD76"; 43; 7.7
"inputA"; "A33D11"; 495; 8.8
"inputB"; "4524F1"; 254; 3.1
"inputA"; "287192"; 591; 1.8
"inputB"; "8D3A4D"; 69; 6.9
"inputA"; "4AB18B"; 835; 1.7
"inputB"; "6A5787"; 4; 3.3
"inputA"; "5CFD4D"; 29; 9.13
"inputB"; "20EF0C"; 418; 9.2
"inputA"; "89AAF1"; 729; 4.7
"inputB"; "6FA2B1"; 658; 0.6
"inputA"; "616B26"; 123; 1.3
"inputB"; "4CBBD2"; 705; 7.8
"inputA"; "89AF50"; 808; 8
"inputB"; "40AF55"; 969; 7.9
"inputA"; "30F868"; 676; 4
"inputB"; "9A7EAF"; 476; 7.7
"inputA"; "275206"; 419; 5.4
"inputB"; "8DABE4"; 230; 3.2
"inputA"; "9FE6EA"; 701; 10
"inputB"; "904BBD"; 467; 7.8
"inputA"; "43CBA4"; 1; 0.42
"inputB"; "2C2149"; 732; 1.6
"inputA"; "A0F234"; 152; 0.5
"inputB"; "115C00"; 126; 3.8
"inputA"; "4EBE3C"; 490; 4.2
"inputB"; "542FF8"; 71; 6.4
"inputA"; "1CB5D8"; 864; 6.2
"inputB"; "A241F8"; 814; 0.6
"inputA"; "479558"; 215; 2.1
"inputB"; "8DF9C3"; 795; 5.9
"inputA"; "70842F"; 7; 0.4
"inputB"; "853996"; 823; 8.9
"inputA"; "5A0B64"; 851; 2
"inputB"; "9B5CB7"; 88; 1
"inputA"; "7ABBCF"; 262; 9.6
"inputB"; "4437F6"; 622; 7.7
"inputA"; "4621E1"; 257; 5.5
"inputB"; "4A91BE"; 895; 5
"inputA"; "3571FA"; 232; 3.9
"inputB"; "1C3EA6"; 279; 5.6
"inputA"; "448ED8"; 465; 6.3
"inputB"; "575BF8"; 44; 7.8
"inputA"; "66C114"; 134; 2.1
"inputB"; "8558E3"; 805; 4.9
"inputA"; "8436C8"; 339; 1.6
"inputB"; "7727FB"; 316; 7.1
"inputA"; "302812"; 258; 8.8
"inputB"; "555563"; 61; 8.4
"inputA"; "4C8AAF"; 343; 0.4
"inputB"; "469278"; 91; 5.1
"inputA"; "72351F"; 447; 4.4
"inputB"; "905471"; 632; 4.9
"inputA"; "6E0813"; 480; 6
"inputB"; "844ECF"; 236; 0.6
"inputA"; "4BDABC"; 699; 7
"inputB"; "20F3C3"; 207; 5.3
"inputA"; "F8697",; 7; 0.25
"inputB"; "60A974"; 111; 9.3
"inputA"; "46029D"; 451; 5.5
"inputB"; "8271F6"; 483; 3.2
"inputA"; "5F5817"; 358; 2.2
"inputB"; "846328"; 193; 1
"inputA"; "78204F"; 784; 4.1
"inputB"; "725C8B"; 688; 6.6
"inputA"; "23F467"; 660; 0.7
"inputB"; "24F170"; 667; 8.1
"inputA"; "64A35F"; 517; 7.4
"inputB"; "2CCE68"; 243; 2.5
"inputA"; "38878C"; 730; 2.4
"inputB"; "91216A"; 887; 9.5
"inputA"; "7A5A3A"; 463; 8.2
"inputB"; "85845B"; 863; 4.4
"inputA"; "444C10"; 814; 3.5
"inputB"; "A4CF97"; 976; 8.6
"inputA"; "7B6C8B"; 378; 3.9
"inputB"; "88726E"; 421; 3.8
"inputA"; "5C1AAF"; 74; 6.02
"inputB"; "835BE0"; 14; 2
"inputA"; "7B5E00"; 707; 0.8
"inputB"; "96A60B"; 433; 0.8
"inputA"; "786F4B"; 796; 1.1
"inputB"; "62CB17"; 144; 2.4
"inputA"; "6078DB"; 480; 2.3
"inputB"; "3D3378"; 180; 9.2
"inputA"; "41E704"; 519; 7.3
"inputB"; "355216"; 999; 6.4
"inputA"; "6D94DB"; 369; 7.9
"inputB"; "4B8183"; 887; 2.7
"inputA"; "604191"; 583; 1.6
"inputB"; "902476"; 800; 9.3
"inputA"; "4554B7"; 396; 9.8
"inputB"; "481B75"; 776; 3.7
"inputA"; "2D468C"; 331; 9
"inputB"; "8EAC75"; 151; 6.9
"inputA"; "A30DBC"; 100; 3
"inputB"; "5AF4F3"; 829; 5.3
"inputA"; "416AA4"; 152; 8.8
"inputB"; "2AED54"; 418; 8.6
"inputA"; "3B34C3"; 533; 1.3
"inputB"; "92F494"; 542; 8.5
"inputA"; "A0B567"; 753; 3
"inputB"; "7A557E"; 206; 9.4
"inputA"; "25744F"; 365; 7.8
"inputB"; "699B8A"; 827; 1.4
"inputA"; "42F2E6"; 19; 1.15
"inputB"; "3A8F97"; 451; 4.1
